relative_path,line_number,keywords,line
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1050,repeat,"len(repeat_values),"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1056,repeat,repeat_values
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1059,repeat,"len(repeat_values),"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1270,outer,< OUTER_SPLITS
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1272,outer,< OUTER_SPLITS
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1275,censor,"""TARGET event/censor counts cannot """
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1276,fold,"""support frozen 5-fold stratification."""
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1285,fold,fold_rows = []
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1289,repeat,for repeat in range(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1290,outer;repeat,OUTER_REPEATS
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1292,fold,splitter = StratifiedKFold(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1293,outer,"n_splits=OUTER_SPLITS,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1297,repeat,+ repeat
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1302,fold;outer,"outer_fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1304,train_idx,"train_idx,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1305,test_idx,"test_idx,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1313,fold,fitted = fit_predict_fold(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1314,train_idx,"X_raw[train_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1315,test_idx,"X_raw[test_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1316,train_idx,"time_values[train_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1317,train_idx,"event_values[train_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1318,repeat,"repeat=repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1319,fold;outer,"outer_fold=outer_fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1323,train_idx,for idx in train_idx:
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1325,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1326,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1333,test_idx,for idx in test_idx:
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1335,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1336,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1344,fold,metrics = _fold_metrics(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1346,train_idx,"time_values[train_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1347,train_idx,"event_values[train_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1348,test_idx,"time_values[test_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1349,test_idx,"event_values[test_idx],"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1358,fold,fold_rows.append({
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1359,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1360,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1363,train_idx,train_idx
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1367,train_idx,train_idx
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1371,test_idx,test_idx
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1375,test_idx,test_idx
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1385,test_idx,test_idx
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1388,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1389,fold;outer,"""outer_fold"": outer_fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1425,repeat,"part[""repeat""] = repeat"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1426,fold;outer,"part[""outer_fold""] = ("
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1427,fold;outer,outer_fold
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1439,fold,folds = pd.DataFrame(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1440,fold,fold_rows
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1456,fold,folds.to_csv(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1458,fold,"/ ""TARGET_fold_metrics.tsv"","
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1478,fold,part = folds[
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1479,fold,"folds[""model_id""]"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1484,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1490,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1496,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1502,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1511,repeat,"""uno_valid_repeats"": nrep_c,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1513,repeat,"""ibs_valid_repeats"": nrep_ibs,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1515,repeat,"""risk_sd_valid_repeats"": nrep_sd,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1517,repeat,"""risk_q99_q01_valid_repeats"": nrep_q,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1553,repeat,# Patient-clustered paired bootstrap of FIXED repeated-CV predictions.
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1560,repeat,"repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1561,fold,"fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1565,repeat,"""repeat"","
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1566,fold;outer,"""outer_fold"","
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1572,repeat,"int(repeat),"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1573,fold,"int(fold),"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1581,repeat,"repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1582,fold,"fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1585,repeat,"""repeat"","
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1586,fold;outer,"""outer_fold"","
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1589,train_idx,train_idx = (
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1599,test_idx,test_idx = (
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1611,repeat,"int(repeat),"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1612,fold,"int(fold),"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1615,train_idx,"train_idx,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1616,test_idx,"test_idx,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1689,fold,draw_fold_rows = []
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1692,repeat,for repeat in range(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1693,outer;repeat,OUTER_REPEATS
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1695,fold,for fold in range(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1696,outer,OUTER_SPLITS
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1699,train_idx,"train_idx,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1700,test_idx,"test_idx,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1703,repeat,"repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1704,fold,"fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1712,test_idx,for idx in test_idx:
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1733,surv,y_train = _make_surv(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1735,train_idx,train_idx
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1738,train_idx,train_idx
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1742,surv,y_boot = _make_surv(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1754,repeat,"repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1755,fold,"fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1787,tau,UNO_TAU_QUANTILE
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1795,fold,draw_fold_rows.append({
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1796,repeat,"""repeat"": repeat,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1797,fold;outer,"""outer_fold"": fold,"
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1814,fold,draw_folds = pd.DataFrame(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1815,fold,draw_fold_rows
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1822,repeat,_aggregate_repeat_metric(
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1823,fold,draw_folds[
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1824,fold,draw_folds[
results\human_posthold_descriptive\05f3d\runner\frozen_TARGET86_evaluation_runner_v3.py,1836,repeat,< MIN_VALID_REPEATS
results\human_posthold_descriptive\05f3c\minimal_runner_patch_plan.json,17,censor,"""reason"": ""retain pre-existing censored time=0 observation; negative times remain forbidden"""
results\human_posthold_descriptive\05f3c\summary.json,2,censor,"""TARGET_censored"": 57,"
results\human_posthold_descriptive\05f3c\summary.json,5,fold,"""actual_frozen_fold_IBS_grid_support"": ""100/100"","
results\human_posthold_descriptive\05f3c\summary.json,6,fold;surv,"""actual_frozen_fold_Surv_support"": ""100/100"","
results\human_posthold_descriptive\05f3c\summary.json,7,fold,"""actual_frozen_fold_Uno_support"": ""100/100"","
results\human_posthold_descriptive\05f3c\summary.json,17,surv,"""synthetic_survival_stack_checks"": ""PASS"","
results\human_posthold_descriptive\05f3c\summary.json,18,censor,"""zero_time_censored"": true,"
results\human_posthold_descriptive\05f3c\TARGET86_zero_time_metric_support_audit.tsv,1,fold;outer;repeat;surv,repeat	outer_fold	n_train	n_test	events_train	events_test	zero_time_in_train	zero_time_in_test	surv_constructor_status	uno_support_status	ibs_grid_status	ibs_grid_n
results\human_posthold_descriptive\05f3c\zero_time_execution_semantics_audit.json,8,surv,"""zero_time_synthetic_survival_stack_audit.tsv"": ""3b738a0103298ace0e57254f787f177436e8518dff6f3b817ee9e5c0a99fcf12"""
results\human_posthold_descriptive\05f3c\zero_time_execution_semantics_audit.json,32,censor,"""censored"": 57,"
results\human_posthold_descriptive\05f3c\zero_time_execution_semantics_audit.json,52,surv,"""survival_stack"": {"
results\human_posthold_descriptive\05f3c\zero_time_execution_semantics_audit.json,54,fold,"""actual_100_fold_IBS_grid_support_n"": 100,"
results\human_posthold_descriptive\05f3c\zero_time_execution_semantics_audit.json,55,fold;surv,"""actual_100_fold_Surv_support_pass"": true,"
results\human_posthold_descriptive\05f3c\zero_time_execution_semantics_audit.json,56,fold,"""actual_100_fold_Uno_support_pass"": true,"
results\human_posthold_descriptive\05f3c\zero_time_execution_semantics_audit.json,57,surv,"""scikit_survival_version"": ""0.25.0"","
results\human_posthold_descriptive\05f3c\zero_time_synthetic_survival_stack_audit.tsv,2,censor;surv,sksurv_Surv_from_arrays_zero_censored	PASS	sksurv=0.25.0
results\human_posthold_descriptive\05f3c\zero_time_synthetic_survival_stack_audit.tsv,3,censor,frozen_04c_safe_uno_c_zero_censored	PASS	finite
results\human_posthold_descriptive\05f3c\zero_time_synthetic_survival_stack_audit.tsv,4,censor,frozen_04c_IBS_zero_censored	PASS	grid_n=20
results\human_posthold_descriptive\05f3c\zero_time_synthetic_survival_stack_audit.tsv,5,censor,frozen_04c_centered_ridge_zero_censored	PASS	gradient_norm=1.979e-07
results\human_posthold_descriptive\05f3c\zero_time_synthetic_survival_stack_audit.tsv,6,censor,frozen_05c_cox_loss_zero_censored	PASS	finite
results\human_posthold_descriptive\05f3b_v2\postopening_complete_case_reconciliation.json,9,os_event,"""os_event"","
results\human_posthold_descriptive\05f3b_v2\postopening_complete_case_reconciliation.json,10,os_time_days,"""os_time_days"""
results\human_posthold_descriptive\05f3b_v2\postopening_complete_case_reconciliation.json,20,censor,"""censored"": 57,"
results\human_posthold_descriptive\05f3b_v2\postopening_complete_case_reconciliation.json,30,surv,"""next"": ""05f3c technical execution-policy audit/amendment: use the exact pre-existing 86-case OS-complete roster and explicitly reconcile any zero-time row with the authoritative Paper4/sksurv execution semantics before model execution; no outcome imputation, no prediction-based exclusion, and no model/branch tuning."","
results\human_posthold_descriptive\05f3b_v2\postopening_complete_case_reconciliation.json,35,os_event;os_time_days,"""eligibility_rule"": ""reproduce pre-existing Paper4 complete-case policy literally: include a TARGET expression case iff BOTH frozen primary os_event and os_time_days are present and parseable; numeric zero time counts as present because upstream script23 used dropna(), not a >0 filter; blank endpoint field -> incomplete; negative/nonfinite/nonnumeric nonblank time -> FAIL_CLOSED"","
results\human_posthold_descriptive\05f3b_v2\summary.json,4,censor,"""censored"": 57,"
results\human_posthold_descriptive\05f3b_v2\summary.json,9,surv,"""next"": ""05f3c technical execution-policy audit/amendment: use the exact pre-existing 86-case OS-complete roster and explicitly reconcile any zero-time row with the authoritative Paper4/sksurv execution semantics before model execution; no outcome imputation, no prediction-based exclusion, and no model/branch tuning."","
results\human_posthold_descriptive\05f3b_v2\TARGET_OS_complete_primary_endpoint_roster.tsv,1,os_event;os_time_days,sample_index_88	sample_id	case_key	clinical_row_index	clinical_identifier	os_event_raw	os_time_days_raw	event_parse_status	time_parse_status	endpoint_complete	os_event_parsed	os_time_days_parsed
results\human_posthold_descriptive\05f3b_v2\TARGET_OS_complete_primary_endpoint_roster.tsv,2,censor,0	TARGET-40-0A4HLD	TARGET-40-0A4HLD	0	TARGET-40-0A4HLD	0.0	3946.0	PARSED_NUMERIC_CENSORED	PARSED_POSITIVE_TIME	True	0.0	3946.0
results\human_posthold_descriptive\05f3b_v2\TARGET_OS_complete_primary_endpoint_roster.tsv,3,censor,1	TARGET-40-0A4HMC	TARGET-40-0A4HMC	1	TARGET-40-0A4HMC	0.0	377.0	PARSED_NUMERIC_CENSORED	PARSED_POSITIVE_TIME	True	0.0	377.0
results\human_posthold_descriptive\05f3b_v2\TARGET_OS_complete_primary_endpoint_roster.tsv,4,censor,2	TARGET-40-0A4HX8	TARGET-40-0A4HX8	2	TARGET-40-0A4HX8	0.0	3050.0	PARSED_NUMERIC_CENSORED	PARSED_POSITIVE_TIME	True	0.0	3050.0
results\human_posthold_descriptive\05f3b_v2\TARGET_OS_complete_primary_endpoint_roster.tsv,5,censor,3	TARGET-40-0A4HXS	TARGET-40-0A4HXS	3	TARGET-40-0A4HXS	0.0	2948.0	PARSED_NUMERIC_CENSORED	PARSED_POSITIVE_TIME	True	0.0	2948.0
